test,class,boxy_2,boxx_2,boxy_1,boxx_1,file_name,class_name
TRUE,60,240,463,64,65,004857.jpg,Chevrolet HHR SS 2010
TRUE,60,541,799,2,28,004858.jpg,Chevrolet HHR SS 2010
TRUE,60,197,295,73,6,004859.jpg,Chevrolet HHR SS 2010
TRUE,60,202,294,32,7,004860.jpg,Chevrolet HHR SS 2010
TRUE,60,356,608,57,42,004861.jpg,Chevrolet HHR SS 2010
TRUE,60,314,576,108,35,004862.jpg,Chevrolet HHR SS 2010
TRUE,60,1301,1794,408,120,004863.jpg,Chevrolet HHR SS 2010
TRUE,60,226,298,112,9,004864.jpg,Chevrolet HHR SS 2010
TRUE,60,380,511,97,84,004865.jpg,Chevrolet HHR SS 2010
TRUE,60,308,438,94,21,004866.jpg,Chevrolet HHR SS 2010
TRUE,60,492,996,138,52,004867.jpg,Chevrolet HHR SS 2010
TRUE,60,465,745,209,48,004868.jpg,Chevrolet HHR SS 2010
TRUE,60,124,212,22,1,004869.jpg,Chevrolet HHR SS 2010
TRUE,60,332,469,62,19,004870.jpg,Chevrolet HHR SS 2010
TRUE,60,177,241,55,28,004871.jpg,Chevrolet HHR SS 2010
TRUE,60,415,567,188,56,004872.jpg,Chevrolet HHR SS 2010
TRUE,60,232,389,60,20,004873.jpg,Chevrolet HHR SS 2010
TRUE,60,350,473,97,41,004874.jpg,Chevrolet HHR SS 2010
TRUE,60,218,446,17,6,004875.jpg,Chevrolet HHR SS 2010
TRUE,60,155,239,73,27,004876.jpg,Chevrolet HHR SS 2010
TRUE,60,176,249,45,9,004877.jpg,Chevrolet HHR SS 2010
TRUE,60,447,750,177,47,004878.jpg,Chevrolet HHR SS 2010
TRUE,60,226,570,41,113,004879.jpg,Chevrolet HHR SS 2010
TRUE,60,325,414,166,22,004880.jpg,Chevrolet HHR SS 2010
TRUE,60,324,503,148,11,004881.jpg,Chevrolet HHR SS 2010
FALSE,61,480,492,176,35,004882.jpg,Chevrolet Impala Sedan 2007
FALSE,61,381,609,107,85,004883.jpg,Chevrolet Impala Sedan 2007
FALSE,61,504,675,195,102,004884.jpg,Chevrolet Impala Sedan 2007
FALSE,61,435,561,67,153,004885.jpg,Chevrolet Impala Sedan 2007
FALSE,61,402,625,63,2,004886.jpg,Chevrolet Impala Sedan 2007
FALSE,61,343,476,160,56,004887.jpg,Chevrolet Impala Sedan 2007
FALSE,61,356,460,97,20,004888.jpg,Chevrolet Impala Sedan 2007
FALSE,61,278,439,112,9,004889.jpg,Chevrolet Impala Sedan 2007
FALSE,61,386,618,101,21,004890.jpg,Chevrolet Impala Sedan 2007
FALSE,61,288,562,117,26,004891.jpg,Chevrolet Impala Sedan 2007
FALSE,61,766,996,152,3,004892.jpg,Chevrolet Impala Sedan 2007
FALSE,61,511,800,67,8,004893.jpg,Chevrolet Impala Sedan 2007
FALSE,61,369,629,169,2,004894.jpg,Chevrolet Impala Sedan 2007
FALSE,61,386,591,72,32,004895.jpg,Chevrolet Impala Sedan 2007
FALSE,61,322,455,118,33,004896.jpg,Chevrolet Impala Sedan 2007
FALSE,61,347,633,65,36,004897.jpg,Chevrolet Impala Sedan 2007
FALSE,61,377,618,55,51,004898.jpg,Chevrolet Impala Sedan 2007
FALSE,61,285,421,71,8,004899.jpg,Chevrolet Impala Sedan 2007
FALSE,61,1870,2791,279,49,004900.jpg,Chevrolet Impala Sedan 2007
FALSE,61,441,564,179,75,004901.jpg,Chevrolet Impala Sedan 2007
FALSE,61,372,618,69,51,004902.jpg,Chevrolet Impala Sedan 2007
FALSE,61,1026,1712,85,231,004903.jpg,Chevrolet Impala Sedan 2007
FALSE,61,435,621,110,26,004904.jpg,Chevrolet Impala Sedan 2007
FALSE,61,386,612,108,13,004905.jpg,Chevrolet Impala Sedan 2007
FALSE,61,375,494,97,1,004906.jpg,Chevrolet Impala Sedan 2007
FALSE,61,2792,4252,416,96,004907.jpg,Chevrolet Impala Sedan 2007
FALSE,61,463,639,73,8,004908.jpg,Chevrolet Impala Sedan 2007
FALSE,61,238,536,59,22,004909.jpg,Chevrolet Impala Sedan 2007
FALSE,61,386,617,189,25,004910.jpg,Chevrolet Impala Sedan 2007
FALSE,61,445,799,61,55,004911.jpg,Chevrolet Impala Sedan 2007
FALSE,61,304,472,59,16,004912.jpg,Chevrolet Impala Sedan 2007
FALSE,61,397,613,63,36,004913.jpg,Chevrolet Impala Sedan 2007
FALSE,61,1030,1378,223,154,004914.jpg,Chevrolet Impala Sedan 2007
FALSE,61,401,588,158,17,004915.jpg,Chevrolet Impala Sedan 2007
FALSE,61,410,579,90,68,004916.jpg,Chevrolet Impala Sedan 2007
FALSE,61,320,579,129,52,004917.jpg,Chevrolet Impala Sedan 2007
FALSE,61,408,587,117,33,004918.jpg,Chevrolet Impala Sedan 2007
FALSE,61,415,563,44,45,004919.jpg,Chevrolet Impala Sedan 2007
FALSE,61,359,607,164,21,004920.jpg,Chevrolet Impala Sedan 2007
FALSE,61,379,613,141,66,004921.jpg,Chevrolet Impala Sedan 2007
FALSE,61,569,959,222,61,004922.jpg,Chevrolet Impala Sedan 2007
FALSE,61,417,783,163,138,004923.jpg,Chevrolet Impala Sedan 2007
FALSE,61,389,620,107,35,004924.jpg,Chevrolet Impala Sedan 2007
TRUE,61,372,571,51,109,004925.jpg,Chevrolet Impala Sedan 2007
TRUE,61,640,890,101,151,004926.jpg,Chevrolet Impala Sedan 2007
TRUE,61,407,528,161,56,004927.jpg,Chevrolet Impala Sedan 2007
TRUE,61,277,470,65,42,004928.jpg,Chevrolet Impala Sedan 2007
TRUE,61,304,533,32,57,004929.jpg,Chevrolet Impala Sedan 2007
TRUE,61,269,498,120,5,004930.jpg,Chevrolet Impala Sedan 2007
TRUE,61,299,448,92,22,004931.jpg,Chevrolet Impala Sedan 2007
TRUE,61,752,1009,34,61,004932.jpg,Chevrolet Impala Sedan 2007
TRUE,61,352,545,161,74,004933.jpg,Chevrolet Impala Sedan 2007
TRUE,61,425,536,56,61,004934.jpg,Chevrolet Impala Sedan 2007
TRUE,61,472,744,227,61,004935.jpg,Chevrolet Impala Sedan 2007
TRUE,61,261,444,65,88,004936.jpg,Chevrolet Impala Sedan 2007
TRUE,61,402,636,162,3,004937.jpg,Chevrolet Impala Sedan 2007
TRUE,61,410,624,136,13,004938.jpg,Chevrolet Impala Sedan 2007
TRUE,61,288,424,112,73,004939.jpg,Chevrolet Impala Sedan 2007
TRUE,61,338,580,110,12,004940.jpg,Chevrolet Impala Sedan 2007
TRUE,61,324,505,111,59,004941.jpg,Chevrolet Impala Sedan 2007
TRUE,61,471,1023,3,3,004942.jpg,Chevrolet Impala Sedan 2007
TRUE,61,310,476,81,11,004943.jpg,Chevrolet Impala Sedan 2007
TRUE,61,234,563,46,102,004944.jpg,Chevrolet Impala Sedan 2007
TRUE,61,399,496,19,107,004945.jpg,Chevrolet Impala Sedan 2007
TRUE,61,405,620,211,14,004946.jpg,Chevrolet Impala Sedan 2007
TRUE,61,425,662,210,34,004947.jpg,Chevrolet Impala Sedan 2007
TRUE,61,299,455,78,41,004948.jpg,Chevrolet Impala Sedan 2007
TRUE,61,414,609,83,23,004949.jpg,Chevrolet Impala Sedan 2007
TRUE,61,449,593,149,56,004950.jpg,Chevrolet Impala Sedan 2007
TRUE,61,351,555,121,77,004951.jpg,Chevrolet Impala Sedan 2007
TRUE,61,272,480,93,63,004952.jpg,Chevrolet Impala Sedan 2007
TRUE,61,401,664,181,46,004953.jpg,Chevrolet Impala Sedan 2007
TRUE,61,444,756,105,115,004954.jpg,Chevrolet Impala Sedan 2007
TRUE,61,326,571,63,17,004955.jpg,Chevrolet Impala Sedan 2007
TRUE,61,373,607,30,33,004956.jpg,Chevrolet Impala Sedan 2007
TRUE,61,435,629,63,7,004957.jpg,Chevrolet Impala Sedan 2007
TRUE,61,428,602,83,29,004958.jpg,Chevrolet Impala Sedan 2007
TRUE,61,304,442,74,48,004959.jpg,Chevrolet Impala Sedan 2007
TRUE,61,621,840,130,85,004960.jpg,Chevrolet Impala Sedan 2007
TRUE,61,349,582,113,48,004961.jpg,Chevrolet Impala Sedan 2007
TRUE,61,1177,1507,58,61,004962.jpg,Chevrolet Impala Sedan 2007
TRUE,61,254,463,103,24,004963.jpg,Chevrolet Impala Sedan 2007
TRUE,61,2484,3984,459,54,004964.jpg,Chevrolet Impala Sedan 2007
TRUE,61,415,629,127,13,004965.jpg,Chevrolet Impala Sedan 2007
TRUE,61,474,745,171,78,004966.jpg,Chevrolet Impala Sedan 2007
TRUE,61,355,561,76,14,004967.jpg,Chevrolet Impala Sedan 2007
FALSE,62,176,285,34,18,004968.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,176,244,49,41,004969.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,150,221,43,14,004970.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,1293,1954,438,143,004971.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,346,541,63,50,004972.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,72,144,24,15,004973.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,579,957,225,41,004974.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,300,431,77,25,004975.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,165,264,64,31,004976.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,349,549,71,59,004977.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,260,377,60,22,004978.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,434,732,106,83,004979.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,543,926,220,226,004980.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,165,254,26,6,004981.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,462,753,112,39,004982.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,199,409,59,41,004983.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,214,418,62,7,004984.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,158,243,63,10,004985.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,179,279,51,48,004986.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,182,265,97,37,004987.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,94,223,17,34,004988.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,296,465,43,62,004989.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,265,450,101,29,004990.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,286,509,96,41,004991.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,204,393,16,61,004992.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,173,235,4,24,004993.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,114,181,67,83,004994.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,296,526,38,115,004995.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,342,487,61,37,004996.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,309,577,85,28,004997.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,257,416,13,20,004998.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,188,280,81,12,004999.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,1241,1954,371,139,005000.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,576,960,139,173,005001.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,136,257,39,6,005002.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,243,421,75,13,005003.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,62,287,455,73,52,005004.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,118,300,1,1,005005.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,267,407,82,23,005006.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,144,233,62,50,005007.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,354,555,65,20,005008.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,387,616,93,25,005009.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,257,468,34,9,005010.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,317,417,55,9,005011.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,279,428,88,100,005012.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,183,280,32,23,005013.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,154,256,34,29,005014.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,290,458,121,51,005015.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,407,605,68,27,005016.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,148,210,29,10,005017.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,79,146,19,20,005018.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,375,620,110,23,005019.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,457,730,182,83,005020.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,465,754,129,108,005021.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,711,1186,87,79,005022.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,277,474,22,31,005023.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,302,422,82,61,005024.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,279,490,24,21,005025.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,312,513,118,46,005026.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,401,603,36,49,005027.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,321,649,49,9,005028.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,257,427,28,8,005029.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,152,273,17,14,005030.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,3835,7224,447,595,005031.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,181,251,60,12,005032.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,120,200,13,2,005033.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,119,181,31,29,005034.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,82,134,16,12,005035.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,362,603,144,57,005036.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,441,591,132,95,005037.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,238,544,12,34,005038.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,212,288,26,28,005039.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,326,560,56,48,005040.jpg,Chevrolet Tahoe Hybrid SUV 2012
TRUE,62,163,243,42,9,005041.jpg,Chevrolet Tahoe Hybrid SUV 2012
FALSE,63,596,897,207,108,005042.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,499,807,47,90,005043.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,331,720,58,105,005044.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,570,808,55,206,005045.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,318,582,61,133,005046.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,658,988,105,32,005047.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,763,1005,1,47,005048.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,1928,2859,21,112,005049.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,604,782,201,168,005050.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,635,1007,150,47,005051.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,667,999,95,78,005052.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,523,963,116,30,005053.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,725,731,160,45,005054.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,412,831,140,228,005055.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,663,1027,332,191,005056.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,571,596,186,75,005057.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,379,680,89,4,005058.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,675,974,55,28,005059.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,767,896,66,166,005060.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,377,553,206,161,005061.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,677,994,85,59,005062.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,636,973,136,58,005063.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,700,869,3,105,005064.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,600,992,216,49,005065.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,1639,1149,1059,82,005066.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,371,579,100,181,005067.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,717,944,295,80,005068.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,294,630,15,98,005069.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,656,1013,301,91,005070.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,673,985,158,13,005071.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,679,996,293,34,005072.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,697,1218,290,76,005073.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,765,1203,145,104,005074.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,3389,5205,1508,1648,005075.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,979,1534,286,478,005076.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,579,897,116,135,005077.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,748,1022,37,78,005078.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,633,1012,150,106,005079.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,386,640,92,29,005080.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,951,977,502,70,005081.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,624,1127,85,132,005082.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,1157,1585,282,188,005083.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,740,982,345,7,005084.jpg,Chevrolet Sonic Sedan 2012
FALSE,63,967,1509,87,111,005085.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,558,667,136,142,005086.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,332,735,1,246,005087.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,1528,2299,29,57,005088.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,669,1169,57,49,005089.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,446,699,244,249,005090.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,645,935,257,86,005091.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,323,525,62,54,005092.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,484,775,87,30,005093.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,528,751,161,66,005094.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,677,865,39,87,005095.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,528,853,1,149,005096.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,1962,2540,102,128,005097.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,387,765,65,26,005098.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,715,1135,105,146,005099.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,631,961,210,339,005100.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,570,858,244,72,005101.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,661,900,128,89,005102.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,786,1271,76,12,005103.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,623,815,295,183,005104.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,631,967,120,99,005105.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,358,487,142,178,005106.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,673,1115,7,77,005107.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,380,638,35,99,005108.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,373,553,126,80,005109.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,575,984,229,70,005110.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,734,1021,32,37,005111.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,520,1004,170,18,005112.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,739,1158,118,188,005113.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,974,1508,217,332,005114.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,1061,1975,435,654,005115.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,2350,3332,354,258,005116.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,680,961,107,57,005117.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,602,761,281,208,005118.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,429,770,237,409,005119.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,617,700,276,201,005120.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,527,871,117,144,005121.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,876,1319,264,298,005122.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,589,934,69,54,005123.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,436,663,59,36,005124.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,728,1070,148,116,005125.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,549,990,39,26,005126.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,431,604,151,163,005127.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,636,932,98,35,005128.jpg,Chevrolet Sonic Sedan 2012
TRUE,63,401,617,62,66,005129.jpg,Chevrolet Sonic Sedan 2012
FALSE,64,439,597,1,53,005130.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,362,595,179,95,005131.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,428,607,95,91,005132.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,384,625,20,1,005133.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,431,578,110,30,005134.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,429,621,137,14,005135.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,325,606,75,20,005136.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,387,477,40,65,005137.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,530,526,1,1,005138.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,451,607,63,101,005139.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,271,467,75,16,005140.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,413,594,72,36,005141.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,414,624,103,13,005142.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,377,558,39,51,005143.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,415,624,65,23,005144.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,538,842,136,40,005145.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,465,665,235,27,005146.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,1024,1486,203,75,005147.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,407,569,92,58,005148.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,425,606,89,106,005149.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,453,623,6,21,005150.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,383,537,78,122,005151.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,331,575,147,105,005152.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,349,597,60,23,005153.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,671,1019,160,39,005154.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,558,612,125,188,005155.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,450,601,15,118,005156.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,477,630,20,15,005157.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,1443,1998,8,27,005158.jpg,Chevrolet Express Cargo Van 2007
FALSE,64,444,611,37,27,005159.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,419,620,67,36,005160.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,379,606,84,33,005161.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,293,433,87,70,005162.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,490,726,58,73,005163.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,708,994,39,30,005164.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,399,551,68,41,005165.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,327,597,47,27,005166.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,397,624,72,19,005167.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,573,741,40,91,005168.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,993,1353,252,227,005169.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,398,605,119,44,005170.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,452,632,15,35,005171.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,428,483,113,121,005172.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,647,654,198,47,005173.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,384,581,119,90,005174.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,733,1007,41,29,005175.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,317,478,57,30,005176.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,397,546,65,90,005177.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,378,619,111,19,005178.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,248,464,53,52,005179.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,475,602,19,71,005180.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,428,632,132,7,005181.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,644,888,157,122,005182.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,398,611,111,32,005183.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,492,774,82,118,005184.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,423,597,25,36,005185.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,338,482,67,29,005186.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,425,482,7,6,005187.jpg,Chevrolet Express Cargo Van 2007
TRUE,64,390,595,85,43,005188.jpg,Chevrolet Express Cargo Van 2007
FALSE,65,203,281,38,18,005189.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,275,447,1,81,005190.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,183,259,12,31,005191.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,183,255,47,23,005192.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,420,573,66,35,005193.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,169,266,35,5,005194.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,173,250,18,9,005195.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,380,626,164,37,005196.jpg,Chevrolet Avalanche Crew Cab 2012
FALSE,65,722,1005,202,133,005197.jpg,Chevrolet Avalanche Crew Cab 2012
